Carrier_id,Carrier,Carrier classification,Cargo
1683,culex quinquefasciatus,Arthropod,"['acinetobacter radioresistens', 'kocuria marina', 'kocuria carniphila', 'klebsiella variicola', 'klebsiella pneumoniae', 'oropouche virus', 'citrobacter braakii', 'hazardia milleri', 'staphylococcus caprae', 'enterobacter cancerogenus', 'enterobacter asburiae', 'acinetobacter soli', 'proteus vulgaris', 'micrococcus yunnanensis', 'stenotrophomonas maltophilia', 'micrococcus lylae', 'bacillus safensis', 'shigella flexneri', 'staphylococcus saprophyticus', 'klebsiella oxytoca', 'pseudomonas stutzeri', 'enterobacter cloacae', 'kocuria palustris', 'enterococcus gallinarum', 'staphylococcus succinus', 'staphylococcus arlettae', 'wautersiella falsenii', 'enterococcus hirae', 'aerococcus urinaeequi', 'enterococcus silesiacus', 'st. louis encephalitis virus', 'morganella morganii', 'aeromonas enteropelogenes', 'bacillus flexus', 'enterococcus faecalis', 'acinetobacter lwoffii', 'lactococcus lactis', 'bacillus cereus', 'enterococcus caccae', 'kytococcus schroeteri', 'aeromonas hydrophila', 'lysinibacillus xylanilyticus', 'wolbachia pipientis', 'acinetobacter baumannii', 'staphylococcus sciuri', 'providencia alcalifaciens', 'bacillus aryabhattai', 'enterobacter ludwigii', 'citrobacter freundii', 'acinetobacter beijerinckii', 'serratia marcescens', 'staphylococcus agnetis', 'acinetobacter calcoaceticus', 'vagococcus fluvialis', 'staphylococcus warneri', 'aeromonas veronii', 'acinetobacter schindleri', 'arthrobacter creatinolyticus', 'microbacterium arborescens', 'japanese encephalitis virus', 'staphylococcus haemolyticus', 'pseudomonas cuatrocienegasensis', 'bacillus subtilis', 'pseudomonas aeruginosa', 'staphylococcus epidermidis', 'pantoea dispersa', 'escherichia coli', 'bacillus licheniformis', 'elizabethkingia meningoseptica', 'acinetobacter junii', 'pantoea anthophila', 'delftia lacustris', 'staphylococcus gallinarum', 'leucobacter tardus', 'staphylococcus xylosus', 'staphylococcus hominis', 'bacillus nealsonii', 'janibacter melonis', 'exiguobacterium aurantiacum', 'bacillus circulans', 'escherichia hermannii', 'pseudomonas ficuserectae', 'west nile virus', 'sporosarcina luteola', 'providencia rettgeri', 'exiguobacterium profundum', 'staphylococcus cohnii', 'microbacterium oxydans', 'microbacterium imperiale', 'exiguobacterium indicum']"
1684,culex restuans,Arthropod,"['west nile virus', 'culicospora magna', 'eastern equine encephalitis virus']"
1685,culex salinarius,Arthropod,"['west nile virus', 'amblyospora salinaria', 'eastern equine encephalitis virus']"
1686,culex sitiens,Arthropod,['amblyospora indicola']
1687,culex taeniopus,Arthropod,['oriboca virus']
1688,culex tarsalis,Arthropod,"['trypanosoma corvi', 'west nile virus', 'trypanosoma avium', 'amblyospora californica', 'western equine encephalomyelitis virus', 'st. louis encephalitis virus']"
1689,culex territans,Arthropod,['amblyospora opacita']
1690,culex theileri,Arthropod,['japanese encephalitis virus']
1691,culex torrentium,Arthropod,"['sindbis virus', 'wolbachia pipientis']"
1692,culex tritaeniorhynchus,Arthropod,"['bunyamwera virus', 'getah virus', 'porcine reproductive and respiratory syndrome virus', 'sindbis virus', 'japanese encephalitis virus', 'bagaza virus', 'banna virus', 'shuni virus']"
1693,culex univittatus,Arthropod,['west nile virus']
1694,culex vishnui,Arthropod,"['turlock virus', 'japanese encephalitis virus', 'west nile virus']"
1695,culex whitmorei,Arthropod,"['west nile virus', 'japanese encephalitis virus']"
1696,culex zombaensis,Arthropod,['rift valley fever virus']
1697,culicoides arakawae,Arthropod,"['sergeia podlipaevi', 'leucocytozoon caulleryi', 'herpetomonas ztiplika']"
1698,culicoides brevitarsis,Arthropod,"['shamonda virus', 'shuni virus', 'bluetongue virus']"
1699,culicoides cubitalis,Arthropod,['herpetomonas ztiplika']
1700,culicoides imicola,Arthropod,['bluetongue virus']
1701,culicoides kibunensis,Arthropod,['herpetomonas ztiplika']
1702,culicoides obsoletus,Arthropod,['bluetongue virus']
1703,culicoides oxystoma,Arthropod,['shuni virus']
1704,culicoides punctatus,Arthropod,['shuni virus']
1705,culicoides variipennis,Arthropod,['epizootic hemorrhagic disease virus']
1706,culiseta inornata,Arthropod,"['california encephalitis virus', 'bunyamwera virus']"
1707,culiseta melanura,Arthropod,"['west nile virus', 'hyalinocysta chapmani', 'eastern equine encephalitis virus']"
1708,culiseta morsitans,Arthropod,['eastern equine encephalitis virus']
1709,cullen cinereum,Higher Plants,['creontiades dilutus']
1710,cullen corylifolium,Higher Plants,['bacillus circulans']
1711,culter alburnus,Fish,['bothriocephalus acheilognathi']
1712,cunninghamia lanceolata,Higher Plants,"['oligonychus ununguis', 'tylenchulus semipenetrans']"
1713,cuon alpinus,Mammal,['hepatozoon canis']
1714,cuora amboinensis,Reptile,"['neopolystoma liewi', 'spirhapalum siamensis', 'polystomoides malayi', 'polystomoides asiaticus']"
1715,cupressus sempervirens,Higher Plants,"['phoma herbarum', 'susana annulata']"
1716,curculio nucum,Arthropod,['bacillus thuringiensis']
1717,curcuma longa,Higher Plants,"['bacillus cereus', 'fusarium verticillioides', 'bacillus mycoides', 'pseudomonas aeruginosa', 'brevibacterium linens', 'bacillus koreensis', 'pasteurella pneumotropica', 'bacillus pumilus', 'bacillus anthracis', 'colletotrichum gloeosporioides', 'pseudomonas stutzeri', 'enterobacter cowanii', 'bacillus tequilensis', 'bacillus megaterium']"
1718,curcuma wenyujin,Higher Plants,['fusarium verticillioides']
1719,curcuma zedoaria,Higher Plants,['bacillus safensis']
1720,cyamopsis tetragonoloba,Higher Plants,"['tomato leaf curl new delhi virus', 'bemisia tabaci', 'xanthomonas axonopodis', 'croton yellow vein mosaic virus']"
1721,cyanistes caeruleus,Aves,"['haemoproteus majoris', 'proctophyllodes stylifer', 'lankesterella valsainensis']"
1722,cyanocitta cristata,Aves,"['highlands j virus', 'west nile virus', 'canarypox virus', 'eastern equine encephalitis virus']"
1723,cyanocompsa brissonii,Aves,['chlamydophila pecorum']
1724,cyanocorax morio,Aves,['brueelia moriona']
1725,cyanomitra olivacea,Aves,"['plasmodium megaglobularis', 'plasmodium lucens']"
1726,cyanopica cyanus,Aves,"['escherichia albertii', 'escherichia coli']"
1727,cyanoramphus novaezelandiae,Aves,"['beak and feather disease virus', 'mycobacterium genavense']"
1728,cycas revoluta,Higher Plants,"['aulacaspis yasumatsui', 'fusarium proliferatum', 'bacillus nealsonii']"
1729,cyclamen persicum,Higher Plants,"['frankliniella occidentalis', 'impatiens necrotic spot virus']"
1730,cyclograpsus intermedius,Arthropod,['sacculina oblonga']
1731,cyclopterus lumpus,Fish,"['moritella viscosa', 'mycobacterium chelonae', 'parvicapsula asymmetrica']"
1732,cyclura cornuta,Reptile,['blastocystis cycluri']
1733,cyclura nubila,Reptile,['hexamastix mitis']
1734,cyclura pinguis,Reptile,['amblyomma antillorum']
1735,cydia pomonella,Arthropod,"['beauveria bassiana', 'cordyceps bassiana', 'nosema carpocapsae', 'cydia pomonella granulovirus']"
1736,cydonia oblonga,Higher Plants,"['apple chlorotic leaf spot virus', 'erwinia amylovora', 'pseudomonas putida']"
1737,cygnus columbianus,Aves,"['influenza a virus', 'sarconema eurycerca', 'allobilharzia visceralis']"
1738,cygnus cygnus,Aves,"['influenza a virus', 'avian coronavirus', 'anatoecus cygni', 'allobilharzia visceralis']"
1739,cygnus olor,Aves,"['swan circovirus', 'bilharziella polonica', 'trichobilharzia regenti', 'influenza a virus', 'wardoides nyrocae', 'orchipedum tracheicola', 'trichobilharzia franki', 'tetratrichomonas gallinarum', 'dendritobilharzia pulverulenta']"
1740,cylisticus convexus,Arthropod,['wolbachia pipientis']
1741,cymatogaster aggregata,Fish,"['viral hemorrhagic septicemia virus', 'loma embiotocia']"
1742,cymbidium elegans,Higher Plants,['calanthe mild mosaic virus']
1743,cymbidium ensifolium,Higher Plants,"['odontoglossum ringspot virus', 'cymbidium mosaic virus', 'colletotrichum gloeosporioides']"
1744,cymbidium goeringii,Higher Plants,['odontoglossum ringspot virus']
1745,cymbidium hookerianum,Higher Plants,['odontoglossum ringspot virus']
1746,cymbidium kanran,Higher Plants,['odontoglossum ringspot virus']
1747,cymbidium sinense,Higher Plants,"['odontoglossum ringspot virus', 'colletotrichum gloeosporioides', 'cymbidium mosaic virus']"
1748,cymbopogon citratus,Higher Plants,"['lysinibacillus fusiformis', 'bacillus cereus', 'pantoea agglomerans', 'bacillus altitudinis', 'bacillus anthracis', 'cucumber mosaic virus', 'bacillus marisflavi', 'klebsiella oxytoca', 'bacillus megaterium']"
1749,cymodocea rotundata,Higher Plants,['penicillium citrinum']
1750,cynara cardunculus,Higher Plants,"['ranunculus latent virus', 'pseudomonas viridiflava', 'tomato spotted wilt virus']"
1751,cynictis penicillata,Mammal,['rabies virus']
1752,cynips agama,Arthropod,"['torymus cyaneus', 'ormyrus pomaceus', 'eupelmus urozonus']"
1753,cynips divisa,Arthropod,"['torymus cyaneus', 'mesopolobus tibialis', 'torymus geranii']"
1754,cynips korsakovi,Arthropod,['caenacis lauta']
1755,cynips longiventris,Arthropod,"['mesopolobus amaenus', 'ormyrus pomaceus', 'torymus geranii', 'baryscapus pallidae', 'torymus cyaneus', 'mesopolobus fasciiventris']"
1756,cynips quercus,Arthropod,"['eupelmus annulatus', 'torymus cyaneus', 'mesopolobus fasciiventris', 'eupelmus urozonus', 'torymus auratus']"
1757,cynips quercusfolii,Arthropod,"['torymus geranii', 'torymus cyaneus', 'torymus auratus']"
1758,cynodon dactylon,Higher Plants,"['spartina mottle virus', 'heterodera cynodontis', 'belonolaimus longicaudatus']"
1759,cynoglossus semilaevis,Fish,"['vibrio aestuarianus', 'photobacterium damselae', 'listonella anguillarum']"
1760,cynomops abrasus,Mammal,['rabies virus']
1761,cynomys ludovicianus,Rodent,['bartonella washoensis']
1762,cynops ensicauda,Amphibian,['batrachochytrium dendrobatidis']
1763,cynoscion nebulosus,Fish,['salmonella enterica']
1764,cyperus esculentus,Higher Plants,"['penicillium purpurogenum', 'fusarium proliferatum']"
1765,cyphastrea chalcidicum,Cnidaria,['trevathana sarae']
1766,cyphastrea serailia,Cnidaria,['trevathana sarae']
1767,cyprinus carpio,Fish,"['myxobolus shantungensis', 'myxobolus cyprinicola', 'sphaerospora renicola', 'thelohanellus nikolskii', 'spring viraemia of carp virus', 'atractolytocestus huronensis', 'aspidogaster ijimai', 'acinetobacter junii', 'myxobolus dispar', 'listonella anguillarum', 'streptococcus iniae', 'eudiplozoon nipponicum', 'myxobolus koi', 'myxobolus longisporus', 'goussia carpelli', 'philometroides cyprini', 'thelohanellus kitauei', 'pseudomonas aeruginosa', 'dactylogyrus extensus', 'aeromonas jandaei', 'myxobolus cyprini', 'kurthia gibsonii', 'dactylogyrus vastator', 'dactylogyrus anchoratus', 'aeromonas eucrenophila', 'lactococcus lactis', 'citrobacter freundii', 'aeromonas hydrophila', 'lactococcus raffinolactis', 'dactylogyrus achmerowi', 'mycobacterium marinum', 'aeromonas veronii', 'flavobacterium psychrophilum', 'sinergasilus undulatus', 'cyprinid herpesvirus 3', 'bothriocephalus acheilognathi', 'khawia sinensis', 'myxidium cuneiforme', 'diplostomum mergi', 'diplozoon nipponicum', 'aeromonas sobria', 'vibrio cholerae', 'myxobolus basilamellaris', 'flavobacterium columnare']"
1768,cypripedium flavum,Higher Plants,"['bacillus cereus', 'pseudomonas trivialis']"
1769,cypsiurus parvus,Aves,['dennyus cypsiurus']
1770,cyrtanthus elatus,Higher Plants,"['zantedeschia mild mosaic virus', 'vallota mosaic virus', 'nerine yellow stripe virus']"
1771,cyrtostachys renda,Higher Plants,"['bacillus anthracis', 'cronobacter sakazakii', 'bacillus amyloliquefaciens', 'pantoea dispersa', 'bacillus megaterium', 'bacillus subtilis', 'bacillus pumilus', 'enterobacter cloacae']"
1772,cystodytes dellechiajei,Others,['microbulbifer cystodytense']
1773,cystophora cristata,Mammal,"['phocine distemper virus', 'pseudoterranova decipiens', 'brucella pinnipedialis']"
1774,cytisophyllum sessilifolium,Higher Plants,['bruchidius villosus']
1775,cytisus multiflorus,Higher Plants,['xylella fastidiosa']
1776,cytisus scoparius,Higher Plants,"['streptomyces floridae', 'ochrobactrum cytisi', 'rhizobium leguminosarum', 'cydia succedana', 'sinorhizobium meliloti', 'tsukamurella tyrosinosolvens', 'bruchidius villosus', 'pseudomonas reinekei', 'streptomyces afghaniensis', 'bradyrhizobium japonicum', 'bradyrhizobium canariense', 'acyrthosiphon pisum', 'tsukamurella spumae', 'streptomyces coelescens', 'pleurophoma pleurospora', 'streptomyces canus']"
1777,cytisus striatus,Higher Plants,"['arthrobacter protophormiae', 'bacillus barbaricus', 'dermacoccus nishinomiyaensis', 'chryseobacterium shigense', 'sphingomonas asaccharolytica', 'dyella marensis', 'leucobacter aridicollis', 'micromonospora chaiyaphumensis', 'pseudoxanthomonas koreensis', 'bradyrhizobium japonicum', 'amycolatopsis vancoresmycina', 'bacillus cereus', 'leucobacter komagatae', 'mycobacterium hodleri', 'rhizobium alamii', 'nocardia ninae', 'streptomyces rhizosphaericus', 'streptomyces prunicolor', 'streptomyces thermocarboxydovorans', 'bacillus subtilis', 'streptomyces costaricanus', 'bacillus weihenstephanensis', 'streptomyces bungoensis', 'serratia grimesii', 'stenotrophomonas maltophilia', 'rhodopseudomonas rhenobacensis', 'rhizobium pisi', 'rhizobium multihospitium', 'rhizobium miluonense', 'rhizobium lusitanum', 'curtobacterium flaccumfaciens', 'nocardia transvalensis', 'rhizobium hainanense', 'pseudomonas graminis', 'rhodococcus erythropolis', 'leuconostoc citreum', 'terrabacter terrae', 'staphylococcus epidermidis', 'luteibacter yeojuensis', 'methylobacterium oryzae', 'methylobacterium radiotolerans', 'mesorhizobium amorphae', 'brevundimonas diminuta', 'burkholderia graminis', 'burkholderia caledonica', 'staphylococcus cohnii', 'pseudochrobactrum saccharolyticum', 'burkholderia terrae', 'agrobacterium rhizogenes']"
1778,dactylis glomerata,Higher Plants,"['rhodotorula mucilaginosa', 'cocksfoot mottle virus', 'chaetomium funicola', 'drechslera biseptata', 'rhodococcus erythropolis']"
1779,dactylorhiza maculata,Higher Plants,['pichia fermentans']
1780,dactylorhiza purpurella,Higher Plants,['pichia fermentans']
1781,dahlia coccinea,Higher Plants,['dahlia mosaic virus']
1782,dahlia pinnata,Higher Plants,['dahlia mosaic virus']
1783,dahlia sherffii,Higher Plants,['dahlia mosaic virus']
1784,dahlica charlottae,Arthropod,"['trachyarus fuscipes', 'trachyarus solyanikovi', 'trachyarus brevipennis', 'gelis fuscicornis']"
1785,dahlica fennicella,Arthropod,"['trachyarus fuscipes', 'macrus parvulus']"
1786,dahlica lichenella,Arthropod,"['orthizema flavicorne', 'trachyarus solyanikovi', 'meteorus affinis']"
1787,dahlica triquetrella,Arthropod,['gelis fuscicornis']
1788,daktulosphaira vitifoliae,Arthropod,['pantoea agglomerans']
1789,dalatias licha,Fish,['sphyriocephalus viridis']
1790,dalbergia hupeana,Higher Plants,['rhizobium mesosinicum']
1791,dalbergia nigra,Higher Plants,['bradyrhizobium elkanii']
1792,dalbergia odorifera,Higher Plants,"['burkholderia cepacia', 'colletotrichum gloeosporioides', 'bacillus subtilis']"
1793,dalbulus maidis,Arthropod,"['bacillus amyloliquefaciens', 'bacillus subtilis']"
1794,dama dama,Domestic,"['borrelia burgdorferi', 'anaplasma phagocytophilum', 'giardia intestinalis', 'trypanosoma theileri', 'neospora caninum', 'fasciola hepatica', 'fascioloides magna', 'dictyocaulus eckerti', 'babesia capreoli', 'mycobacterium bovis']"
1794,dama dama,Mammal,['ixodes ricinus']
1795,damaliscus lunatus,Mammal,['alcelaphine herpesvirus 2']
1796,danio rerio,Fish,"['pseudoloma neurophilia', 'mycobacterium chelonae', 'mycobacterium haemophilum']"
1797,danthonia californica,Higher Plants,['barley yellow dwarf virus-mav']
1798,danthoniopsis petiolata,Higher Plants,['maize streak virus']
1799,daphne mezereum,Higher Plants,['daphne mosaic virus']
1800,daphnia longispina,Arthropod,"['berwaldia schaefernai', 'caullerya mesnili']"
1801,daphnia magna,Arthropod,"['neoflabelliforma magnivora', 'microbacterium kitamiense', 'pasteuria ramosa', 'octosporea bayeri']"
1802,daption capense,Aves,['pseudonirmus gurlti']
1803,dascyllus aruanus,Fish,"['kudoa gunterae', 'ceratomyxa burgerae']"
1804,dasiphora fruticosa,Higher Plants,['pristicampus incisus']
1805,dasyatis americana,Fish,"['rhinebothrium maccallumi', 'anthocephalum alicae']"
1806,dasyatis microps,Fish,['oncomegoides celatus']
1807,dasyatis sabina,Fish,"['dollfusiella tenuispinis', 'nagmia floridensis', 'listrocephalos corona']"
1808,dasyatis say,Fish,"['acanthobothrium brevissime', 'kotorella pronosoma', 'prochristianella clarkeae']"
1809,dasyatis thetidis,Fish,['kotorella pronosoma']
1810,dasylirion wheeleri,Higher Plants,['mesepiola specca']
1811,dasyprocta fuliginosa,Rodent,['trypanosoma cruzi']
1812,dasyprocta leporina,Rodent,['trypanosoma cruzi']
1813,dasyprocta punctata,Rodent,['turgida torresi']
1814,dasypus novemcinctus,Mammal,"['amblyomma parvum', 'paracoccidioides brasiliensis', 'sarcocystis dasypi', 'amblyomma auricularium', 'mycobacterium leprae', 'trypanosoma cruzi']"
1815,datura inoxia,Higher Plants,"['cucumber mosaic virus', 'chilli veinal mottle virus', 'tomato yellow leaf curl virus']"
1816,datura metel,Higher Plants,"['potato virus y', 'colletotrichum gloeosporioides']"
1817,datura stramonium,Higher Plants,['tomato yellow leaf curl virus']
1818,datura wrightii,Higher Plants,['bemisia tabaci']
1819,daucus carota,Higher Plants,"['enterococcus avium', 'heterodera carotae', 'cucumber mosaic virus', 'xanthomonas hortorum', 'carrot mottle mimic virus', 'pantoea agglomerans', 'leuconostoc mesenteroides', 'ageratum enation virus', 'liriomyza trifolii', 'ditylenchus dipsaci', 'carrot yellow leaf virus', 'tomato leaf curl new delhi virus', 'carrot virus y', 'lactococcus lactis', 'citrobacter braakii', 'carrot red leaf virus', 'enterobacter amnigenus', 'carrot necrotic dieback virus', 'carrot mottle virus', 'erwinia chrysanthemi']"
1820,deladenus siricidicola,Helminth,['amylostereum areolatum']
1821,delia radicum,Arthropod,"['strongwellsea castrans', 'entomophthora muscae']"
1822,delichon urbicum,Aves,['scutulanyssus obscurus']
1823,delonix regia,Higher Plants,['microbacterium resistens']
1824,delphinapterus leucas,Mammal,"['beluga whale coronavirus sw1', 'helicobacter cetorum']"
