Cargo,Carrier_id
deltotrichonympha nana,[3499]
deltotrichonympha operculata,[3499]
demodex brevis,[2813]
demodex canis,"[1062, 1063]"
demodex folliculorum,[2813]
dendritobilharzia pulverulenta,"[1739, 2497, 2646, 3598]"
dendroctonus approximatus,"[4556, 4566, 4567, 4571, 4575, 4577, 4584, 4589]"
dendroctonus brevicomis,[4588]
dendroctonus frontalis,[4588]
dendroctonus valens,[4588]
dendromonocotyle bradsmithi,[3784]
dengue virus,"[141, 143, 1129, 1906, 2813, 3483, 3749, 4804]"
dennyus bartoni,[162]
dennyus carljonesi,"[159, 160, 161]"
dennyus cypsiurus,[1769]
dennyus hirundinis,[534]
dennyus kristinae,[164]
dennyus mimirogerorum,[163]
dennyus singhi,[164]
dentiphilometra monopteri,[3716]
deretrema nahaense,[5840]
dermabacter hominis,[893]
dermacentor albipictus,"[226, 4025]"
dermacentor variabilis,"[4025, 4803, 6108]"
dermacoccus nishinomiyaensis,[1777]
dermanyssus gallinae,"[1495, 2333, 2497]"
dermatophagoides evansi,[4279]
dermatophagoides farinae,[1867]
dermatophilus congolensis,"[851, 854, 1052, 1072, 2161, 2813, 4152, 5719]"
dermatophilus crocodyli,[1617]
dermocystidium percae,[4353]
dermophthirius penneri,[1106]
derogenes varicus,[2785]
desmospora activa,[2813]
desmozoon lepeophtherii,[3158]
desulfofaba hansenii,[6306]
desulfoluna spongiiphila,[504]
desulfomicrobium orale,[2813]
desulfovibrio desulfuricans,"[1062, 1063]"
desulfovibrio intestinalis,"[3499, 4032]"
desulfovibrio piger,[2813]
desulfovibrio termitidis,[1637]
devescovina arta,[3886]
devescovina lepida,[3886]
devosia yakushimensis,[4942]
diabrotica amecameca,[6281]
diabrotica virgifera,"[1662, 2570, 5542, 6281]"
diadegma armillata,[6262]
diadegma chrysostictos,[342]
diadegma fenestrale,[4694]
diadegma insulare,[4694]
diadegma leontiniae,[4694]
diadegma mollipla,[4694]
diadegma rapi,[4694]
diadegma semiclausum,[4694]
diadromus pulchellus ascovirus 4a,[1888]
diaeretus leucopterus,[2240]
dialeurodes daphniphylli,[2322]
dialeurodes kirkaldyi,[2985]
dialister invisus,[2813]
dialister micraerophilus,[2813]
dialister pneumosintes,[2813]
dialister succinatiphilus,[2813]
diaphorina citri,"[1413, 1432, 3746]"
diaphorobacter nitroreducens,[2813]
diaspis manzanitae,[575]
dicelis lovatiana,[3333]
dichelobacter nodosus,"[854, 1072, 4152]"
dickeya dadantii,"[4307, 5205, 5499]"
dickeya dianthicola,[1893]
dickeya zeae,"[343, 6281]"
diclidophora denticulata,[4725]
diclidophora luscae,[6007]
diclidophora minor,[3639]
dicrocoelium dendriticum,"[854, 1072, 2813, 4152, 5719]"
dicrocoelium hospes,"[854, 4152]"
dicrogaster contracta,"[3273, 3274]"
dicrogaster perpusilla,[3274]
dictyocaulus arnfieldi,"[2158, 2161, 4152]"
dictyocaulus capreolus,"[226, 1075]"
dictyocaulus eckerti,"[226, 1075, 1223, 1794, 4151, 5048]"
dictyocaulus filaria,"[1072, 4152]"
dictyocaulus noerneri,[1075]
dictyocaulus viviparus,"[788, 854, 1223]"
dictyocoela berillonum,[2048]
dictyocoela cavimanum,[4084]
dictyocoela duebenum,[2499]
dictyocoela gammarellum,"[4047, 4085]"
dictyocoela muelleri,"[2499, 2502]"
dictyocotyle coeliaca,"[310, 5009, 5010]"
dictyostelium discoideum,[2813]
dictyostelium firmibasis,[2434]
dictyostelium polycephalum,[2813]
dictyothrips betae,[2321]
dicyema japonicum,[4021]
dicyema koshidai,[5383]
dicyemodeca antinocephalum,[2121]
didelphilichus serrifer,[1907]
didelphostrongylus hayesi,[1907]
didymobothrium rudolphii,[4305]
didymocrea sadasivanii,[4397]
didymozoon scombri,[5325]
dientamoeba fragilis,[2813]
diesingium lomentaceum,[3772]
dietzia cercidiphylli,[1201]
dietzia cinnamea,[4420]
dietzia maris,[2813]
dietzia natronolimnaea,"[893, 2813]"
dietzia timorensis,[2813]
diglyphus isaea,[3255]
digramma interrupta,"[2717, 2719]"
dilepis undula,"[1826, 6034, 6036]"
dineura virididorsata,[775]
dinocampus coccinellae,[1460]
dinoroseobacter shibae,[6063]
dinurus longisinus,[1568]
dioctophyme renale,"[1063, 2813, 3899, 5061]"
dioecotaenia campbelli,[5099]
dioecotaenia cancellata,[5099]
dioncopseudobenedenia kala,[3848]
dioryctria abietivorella,[4549]
dioryctria cambiicola,[4553]
dioryctria ebeli,[4601]
dioryctria reniculelloides,"[4524, 4525]"
dioryctria resiniphila,[5]
dioscorea bacilliform virus,"[1927, 1928, 1929, 1930, 1931, 1932, 1934, 1936, 1937, 1938, 1939]"
dioxyna bidentis,[778]
dipetalonema dracunculoides,[1063]
dipetalonema gracile,[1171]
diphtherostomum brusinae,"[1193, 1947, 3832, 3851]"
diphyllobothrium dendriticum,"[1538, 1539, 2813, 3101, 5245, 5247]"
diphyllobothrium ditremum,"[1540, 5237, 5245]"
diphyllobothrium latum,"[1063, 2637, 2813, 4353]"
diphyllobothrium nihonkaiense,"[1062, 2813, 4055, 4057]"
diphyllobothrium pacificum,[2813]
diphyllobothrium stemmacephalum,"[3048, 4454]"
diplectanum aequans,[1896]
diplocreadium tsontso,[731]
diplodia pinea,[2023]
diplodiscus subclavatus,[5041]
diplogastrellus metamasius,[3621]
diplogonoporus balaenopterae,[2813]
diplogonoporus grandis,[2813]
diplogyrodactylus martini,[4736]
diplomonorchis leiostomi,[3141]
diploplastron affine,[854]
diploproctodaeum momoaafata,[4137]
diplorchis ranae,[5042]
diplorchis shilinensis,[5040]
diplostomum baeri,"[2507, 4058, 4352, 4353, 5186]"
diplostomum huronense,"[294, 1161, 3082, 3089, 3956, 4352]"
diplostomum indistinctum,[1161]
diplostomum mashonense,[1446]
diplostomum mergi,"[1767, 4058, 5006, 5238]"
diplostomum paracaudum,"[2507, 5006]"
diplostomum parviventosum,[5006]
diplostomum phoxini,[4478]
diplostomum pseudospathaceum,[3381]
diplostomum spathaceum,"[2507, 3082, 3085, 4058, 5005, 5006, 5245]"
diplozoon bliccae,[804]
diplozoon homoion,[5186]
diplozoon nipponicum,[1767]
diplozoon paradoxum,[14]
dipodascus capitatus,[2813]
dipylidium caninum,"[1062, 1063, 1652, 2326, 2813, 6212]"
dirofilaria immitis,"[141, 209, 1061, 1062, 1063, 1679, 2326, 2813, 3765, 3766, 3978, 5572, 6082, 6212]"
dirofilaria repens,"[1062, 1063, 2326, 2813]"
dirofilaria tenuis,[2813]
dirofilaria ursi,[6108]
discocotyle sagittata,"[1537, 5238]"
discostroma tricellulare,[2976]
discula destructiva virus 1,[1970]
discula destructiva virus 2,[1970]
ditestolepis diaphana,[5534]
ditestolepis tripartita,[5534]
ditrachybothridium macrocephalum,[528]
ditylenchus destructor,"[251, 2931, 5499]"
ditylenchus dipsaci,"[247, 251, 697, 770, 1819, 1911, 3389, 3520, 4446, 4634, 4649, 5985, 6025, 6146, 6165, 6281]"
ditylenchus gigas,[6165]
ditylenchus halictus,[2667]
ditylenchus myceliophagus,[179]
ditylenchus weischeri,"[1402, 1404]"
diuris virus y,[1979]
dobrava-belgrade virus,"[510, 515, 519, 521, 2813, 3601, 3649, 3749, 3789, 5534]"
docophoroides brevis,"[1918, 1920, 1921, 1922, 1923]"
docophoroides harrisoni,"[5835, 5836]"
docophoroides levequei,[4458]
docophoroides niethamerri,[4457]
docophoroides simplex,[5837]
dokdonella fugitiva,[758]
dokdonella koreensis,[2813]
dokdonia donghaensis,[6056]
dolichodorus mediterraneus,[4999]
dolichos yellow mosaic virus,[6188]
dollfusiella geraschmidti,[6104]
dollfusiella martini,[6017]
dollfusiella michiae,[5091]
dollfusiella ocallaghani,[2779]
dollfusiella spinulifera,[2546]
dollfusiella tenuispinis,"[1807, 6104]"
dollfustrema hefeiensis,"[1, 5454, 5455, 5456, 5458]"
dollfustrema vaneyi,"[1542, 4322, 5454, 5455, 5456, 5457, 5458]"
dolops ranarum,[1446]
dolosigranulum pigrum,[2813]
doratomyces stemonitis,[4416]
dorea formicigenerans,[2813]
dorea longicatena,[2813]
dracunculus insignis,[4803]
dracunculus lutrae,[3358]
dracunculus medinensis,"[854, 1063, 2813]"
drechslera biseptata,"[1778, 3281, 6281]"
drosicha mangiferae,[6296]
drosophila c virus,"[1998, 2001, 2004, 2005, 2011, 2015, 2016, 2018]"
drosophila suzukii,"[1423, 4830, 4838]"
duboscquodinium collinii,[2300]
duck adenovirus a,"[359, 994, 1582, 2497]"
duck circovirus,"[359, 994]"
duck hepatitis a virus,[359]
duck hepatitis b virus,"[359, 5771]"
duck parvovirus,"[359, 994]"
dugbe virus,"[297, 300, 309, 854, 2813, 4152, 5109]"
dujardinascaris waltoni,[243]
duplicibothrium cairae,[5101]
duplicibothrium minutum,"[1982, 5099]"
duplicibothrium paulum,[5101]
duthiersia fimbriata,[6128]
duvenhage virus,[2813]
dyadobacter fermentans,"[3148, 6281]"
dyella japonica,"[5567, 5569]"
dyella marensis,[1777]
dysaphis anthrisci,[471]
dysaphis lappae,[568]
dysaphis ranunculi,[5050]
dysaphis sorbi,[5533]
dyscritulus planiceps,[1993]
dysmicoccus lepelleyi,[2503]
dysmicoccus neobrevipes,[343]
earias vitella,[2]
east african cassava mosaic cameroon virus,"[3210, 3475, 3476, 5374]"
east african cassava mosaic kenya virus,[3475]
east african cassava mosaic virus,"[1187, 2986, 3475, 3476]"
east african cassava mosaic zanzibar virus,[3475]
east asian passiflora virus,[4285]
eastern equine encephalitis virus,"[854, 1527, 1549, 1672, 1677, 1684, 1685, 1707, 1708, 1722, 2161, 2659, 2813, 3581, 3995, 4283, 4453, 5003, 5719, 5860, 6196, 6197, 6288]"
eburneopus eclecticus,[3299]
ecbathyrion prolixicauda,[2811]
echeneibothrium canadensis,[310]
echeneibothrium maculatum,[5010]
echeneibothrium vernetae,"[310, 3215, 3217]"
echeneidocoelium indicum,[2040]
echidnophaga gallinacea,[2497]
echimytricalges guyanensis,[4806]
echinactinomyxon radiatum,[6023]
echinobothrium bonasum,[5099]
echinobothrium chisholmae,[2546]
echinobothrium diamanti,[2890]
echinobothrium fautleyae,[5101]
echinobothrium harfordi,[3216]
echinobothrium notoguidoi,[3773]
echinochasmus japonicus,[2813]
echinococcus canadensis,"[226, 227, 854, 1051, 1052, 1062, 1063, 1072, 1223, 2813, 4152, 5048, 5719, 5720]"
echinococcus equinus,[2161]
echinococcus felidis,[4218]
echinococcus granulosus,"[226, 850, 854, 912, 1051, 1052, 1060, 1062, 1063, 1072, 2161, 2328, 2813, 3061, 3602, 4152, 4155, 5719]"
echinococcus multilocularis,"[261, 1061, 1062, 1063, 1145, 2813, 3602, 3649, 3665, 3792, 3978, 4015, 6212]"
echinococcus oligarthrus,[2813]
echinococcus ortleppi,[854]
echinococcus shiquicus,[4015]
echinococcus vogeli,"[1063, 2161, 2813]"
echinoparyphium aconiatum,[3381]
echinoparyphium cinctum,[4646]
echinoparyphium recurvatum,"[2813, 5007]"
echinophallus wageneri,[1185]
echinophilopterus claytoni,[3953]
echinophthirius horridus,[4453]
echinorhynchus gadi,"[2474, 2500]"
echinostoma cinetorchis,[2813]
echinostoma hortense,[2813]
echinostoma ilocanum,[2813]
echinostoma malayanum,"[2923, 4738, 5008, 5055]"
echinostoma paraensei,"[781, 3866]"
echinostoma revolutum,"[2813, 3381, 3613, 4061, 4646, 5005, 5007, 5607, 5610]"
echinothrips americanus,[2570]
echinuria borealis,[5521]
ectocarpus siliculosus virus 1,[2055]
ectromelia virus,"[3749, 6212]"
edge hill virus,[4013]
edhazardia aedis,[141]
edwardsiella ictaluri,"[2895, 4210, 4321, 4322, 4670]"
edwardsiella tarda,"[408, 410, 1279, 1446, 2813, 3716, 4094, 4210, 4248, 4321, 5332, 5441, 5957]"
eggerthella lenta,[2813]
eggplant latent viroid,[5488]
eggplant mottled crinkle virus,[5488]
eggplant mottled dwarf virus,[4637]
ehrlichia canis,"[1062, 1063, 1904, 2326, 2740, 2813, 3155, 3156, 4219, 4955, 5112, 6212]"
ehrlichia chaffeensis,"[295, 304, 510, 797, 1062, 1063, 2161, 2652, 2813, 2974, 3505, 4025, 4152, 4803, 5112]"
ehrlichia ewingii,"[295, 1062, 1063, 1904, 2813, 5112]"
ehrlichia muris,"[518, 2974, 2976]"
ehrlichia ruminantium,"[297, 298, 300, 309, 854, 1072, 1904, 2813, 2839, 4152, 5106, 5748]"
eikenella corrodens,"[1063, 2326, 2813]"
eimeria acervulina,[2497]
eimeria adenoeides,[3555]
eimeria ahsata,[4152]
eimeria alabamensis,[854]
eimeria anguillae,[408]
eimeria arloingi,[1072]
eimeria arnyi,[1887]
eimeria auburnensis,[854]
eimeria auritusi,[4399]
eimeria bovis,[854]
eimeria brunetti,[2497]
eimeria christenseni,[1072]
eimeria coecicola,[4124]
eimeria crandallis,[4152]
eimeria cylindrica,[854]
eimeria daviesae,[4751]
eimeria debliecki,"[5719, 5720]"
eimeria dispersa,[3555]
eimeria ellipsoidalis,[854]
eimeria exigua,[4124]
eimeria falciformis,[3749]
eimeria flavescens,[4124]
eimeria gallopavonis,[3555]
eimeria gruis,"[2621, 2622]"
eimeria intestinalis,[4124]
eimeria irresidua,[4124]
eimeria leucisci,"[804, 5289]"
eimeria leuckarti,[2161]
eimeria magna,[4124]
eimeria maxima,[2497]
eimeria media,[4124]
eimeria meleagrimitis,[3555]
eimeria mitis,[2497]
eimeria necatrix,[2497]
eimeria ovinoidalis,[4152]
eimeria papillata,[2497]
eimeria percae,[4353]
eimeria perforans,[4124]
eimeria phalacrocoraxae,[4399]
eimeria piriformis,[4124]
eimeria praecox,[2497]
eimeria ranae,[5045]
eimeria reichenowi,"[2621, 2622]"
eimeria rutili,[5186]
eimeria scabra,"[5719, 5720]"
eimeria stiedai,[4124]
eimeria tenella,"[2497, 4124]"
eimeria vejdovskyi,[4124]
eimeria vermiformis,[3749]
eimeria zuernii,[854]
eitelius dentatus,[5228]
eitelius gregarius,[5217]
ekphymatodera thomasoni,[2995]
ektaphelenchus obtusus,[1843]
el moro canyon virus,"[3894, 5075]"
elaphostrongylus alces,[226]
elaphostrongylus cervi,[1223]
elaphostrongylus rangiferi,[5048]
elasmus schmitti,[4721]
elenchus japonicus,"[3076, 3937, 5474]"
elephantid herpesvirus 1,[2076]
elisabethiella bergi,[2415]
elisabethiella comptoni,[2335]
elisabethiella glumosae,[2364]
elisabethiella platyscapa,[2361]
elisabethiella reflexa,[2399]
elisabethiella socotrensis,"[2382, 2412, 2421]"
elisabethiella stuckenbergi,"[2382, 2412]"
elizabethkingia meningoseptica,"[439, 446, 1683, 2813, 5025]"
ellipsomyxa gobii,"[2694, 4743]"
ellipsomyxa mugilis,[2694]
ellipsomyxa syngnathi,"[5751, 5752]"
ellobiopsis chattonii,[72]
elm mottle virus,[6054]
eloria noyesi,[2198]
emericella nidulans,"[2071, 2813]"
emericella quadrilineata,[2813]
emericella rugulosa,[2813]
emericella variecolor,[843]
emericellopsis minima,[228]
emiliania huxleyi virus 86,[2102]
emmonsia crescens,[2813]
emmonsia parva,[2813]
encarsia hispida,[234]
encarsia sophia,[763]
encephalitozoon cuniculi,"[261, 854, 1062, 1063, 2326, 2813, 3749, 4124, 5719]"
encephalitozoon hellem,"[178, 985, 2051, 2199, 2813, 5694]"
encephalitozoon intestinalis,[2813]
encephalomyocarditis virus,"[2549, 2813, 3749, 4199, 4200, 5061, 5719, 5720, 5790]"
encotyllabe caballeroi,[2638]
encotyllabe caranxi,[4858]
encotyllabe chironemi,[1319]
encyclometra colubrimurorum,[3857]
endophytus anemones,[404]
endorchis piraeeba,[880]
endoriftia persephone,[5150]
enenterum aureum,[3027]
engyodontium album,[2813]
enoploides brunettii,[2811]
enoploplastron triloricatum,[4152]
enoplus meridionalis,[2811]
ensifer adhaerens,"[475, 2571, 3210, 3282, 3514, 4130, 6163]"
ensifer garamanticus,[589]
ensifer mexicanus,"[53, 2548]"
ensifer numidicus,[589]
entamoeba bovis,"[854, 4152, 5048]"
entamoeba chattoni,[2813]
entamoeba coli,"[2594, 2813, 3397, 3471, 4200]"
entamoeba dispar,[2813]
entamoeba equi,"[2161, 2165]"
entamoeba hartmanni,"[2195, 2813, 3057, 3404, 4749]"
entamoeba histolytica,"[1063, 2326, 2813, 3399, 3602, 3613]"
entamoeba moshkovskii,[2813]
entamoeba nuttalli,"[1488, 3396, 3397, 3399]"
entamoeba polecki,"[2813, 3396, 5088, 5719, 5720]"
entamoeba struthionis,[5694]
entamoeba suis,"[2594, 5719]"
enterobacter aerogenes,"[854, 939, 1063, 1523, 1844, 2326, 2497, 2813, 3442, 3752, 3757, 4152, 5194, 5719, 5842, 6281]"
enterobacter amnigenus,"[770, 1062, 1063, 1653, 1819, 2301, 2710, 2813, 3520, 3757, 3927, 4684, 5186, 5499, 6165, 6206]"
enterobacter asburiae,"[1683, 2813, 3752, 3757, 3935, 4420, 6281]"
enterobacter cancerogenus,"[770, 1683, 2813, 2858, 3520, 3757]"
enterobacter cloacae,"[446, 547, 724, 770, 854, 1062, 1063, 1123, 1128, 1453, 1523, 1683, 1771, 2064, 2161, 2209, 2326, 2497, 2570, 2813, 2866, 3752, 3757, 3935, 4152, 4353, 4463, 4634, 5194, 5485, 5719, 5720, 5773, 6153, 6281, 6292]"
enterobacter cowanii,"[183, 1717, 3757]"
enterobacter gergoviae,[1984]
enterobacter hormaechei,"[343, 446, 475, 1453, 2064, 2813, 4094, 4130, 4420, 4423, 5260, 5804, 6281]"
enterobacter kobei,[2813]
enterobacter ludwigii,"[143, 547, 860, 891, 939, 1683, 2813, 2866, 3281, 5842, 6206, 6281]"
enterobacter oryzae,[2064]
enterobacter pulveris,[2866]
enterobacter radicincitans,"[4130, 6281]"
enterobacter turicensis,[1453]
enterobacteria phage alpha3,[2200]
enterobacteria phage bz13,[2200]
enterobacteria phage hk022,[2200]
enterobacteria phage hk97,[2200]
enterobacteria phage i2-2,[2200]
enterobacteria phage if1,[2200]
enterobacteria phage ike,[2200]
enterobacteria phage k1-5,[2200]
enterobacteria phage k1e,[2200]
enterobacteria phage lambda,[2200]
enterobacteria phage m13,[2200]
enterobacteria phage ms2,[2200]
enterobacteria phage mu,[2200]
enterobacteria phage n15,[2200]
enterobacteria phage p1,[2200]
enterobacteria phage p2,[2200]
enterobacteria phage p22,[5239]
enterobacteria phage phieco32,[2200]
enterobacteria phage prd1,[2200]
enterobacteria phage sp6,[5239]
enterobacteria phage st-1,[2200]
enterobacteria phage sv14,[2200]
enterobacteria phage t1,[2200]
enterobacteria phage t5,[2200]
enterobacteria phage t7,[2200]
enterobius anthropopitheci,[4200]
enterobius gregorii,[2813]
enterobius vermicularis,"[2813, 4200]"
enterobryus halophilus,[2100]
enterococcus avium,"[1819, 2497, 2813, 5719]"
enterococcus caccae,[1683]
enterococcus canis,"[1062, 1063]"
enterococcus casseliflavus,"[498, 605, 855, 1072, 1535, 2135, 2497, 2703, 2813, 3474, 4420, 4694, 5133, 5719, 5856, 6070, 6183]"
enterococcus durans,"[1052, 1062, 1063, 2497, 2813, 4124, 4152, 5719]"
enterococcus faecalis,"[100, 359, 446, 496, 586, 854, 1020, 1052, 1063, 1072, 1683, 2161, 2326, 2497, 2813, 3379, 3473, 3757, 3838, 4124, 4152, 4221, 4335, 5061, 5719, 5720]"
enterococcus faecium,"[498, 854, 1052, 1063, 1072, 2161, 2326, 2497, 2703, 2813, 3749, 4058, 4124, 4152, 4321, 4958, 5332, 5719, 5720, 5856]"
enterococcus gallinarum,"[1683, 2497, 2703, 2813, 5061]"
enterococcus gilvus,[2813]
enterococcus hawaiiensis,[2813]
enterococcus hirae,"[359, 854, 1062, 1063, 1683, 2497, 2813, 3352, 3733, 4321, 5719]"
enterococcus italicus,[2813]
enterococcus malodoratus,[2710]
enterococcus mundtii,"[893, 1350, 2813, 3379, 5719, 6063, 6281]"
enterococcus pallens,[2813]
enterococcus pernyi,[466]
enterococcus phoeniculicola,[4462]
enterococcus raffinosus,"[1052, 2710, 2813]"
enterococcus sanguinicola,[2813]
enterococcus silesiacus,[1683]
enterococcus thailandicus,[2813]
enterocytozoon bieneusi,"[854, 1062, 1063, 2161, 2326, 2813, 3059, 3399, 4061, 4803, 5719, 5720]"
enterogyrus coronatus,[5871]
enteromyxum fugu,[5780]
enteromyxum leei,"[1946, 4079, 4190, 4248, 5551, 5780]"
enteromyxum scophthalmi,[5332]
enterorhabdus caecimuris,[3749]
enterovibrio coralii,[3612]
enterovibrio nigricans,[5551]
enterovibrio norvegicus,[5332]
enterovirus c,"[2594, 2813, 3472, 4200]"
entobdella australis,[5774]
entobdella hippoglossi,[2786]
entobdella soleae,[5505]
entobdella stenolepis,[2787]
entodinium bursa,[4152]
entodinium caudatum,[4152]
entodinium dubardi,[4152]
entodinium furca,[4152]
entodinium nanellum,[4152]
entodinium simplex,[854]
entomophaga maimaiga,[3379]
entomophthora chromaphidis,[130]
entomophthora ferdinandii,"[1477, 3757, 4304]"
entomophthora grandis,[3796]
entomophthora muscae,"[1821, 3757]"
entomophthora planchoniana,"[490, 494, 1069, 1265, 2069, 3440, 3835, 4801, 5139, 5467]"
entomophthora scatophaga,[5296]
entomophthora schizophorae,"[1273, 3757, 4726]"
entomoplasma luminosum,[4474]
entomoplasma melaleucae,[3540]
eotetranychus carpini,"[1130, 6206]"
eotetranychus lewisi,[2263]
eperythrozoon parvum,"[5719, 5720]"
ephedrocephalus microcephalus,[4479]
epibiont metagenome,[276]
epiblema scudderiana,"[5509, 5512]"
epicenematus montanus,[4522]
epichloe festucae virus 1,[2132]
epicoccum nigrum,"[640, 2813]"
epicoccum sorghi,[638]
epidermophyton floccosum,"[1063, 2813]"
epidiaspis leperii,[2751]
epidinium ecaudatum,"[854, 4152]"
epiphyas postvittana,[4826]
episbates pederiformis,[4458]
episeptum circumscriptum,[2847]
epizoanthus cutressi,[1605]
epizootic haematopoietic necrosis virus,[4353]
epizootic hemorrhagic disease virus,"[854, 1705, 3506, 4025]"
epulopiscium fishelsoni,[71]
equid herpesvirus 1,"[479, 1165, 2161, 2162, 2163, 2232, 6110]"
equid herpesvirus 2,[2161]
equid herpesvirus 3,[2161]
equid herpesvirus 4,[2161]
equid herpesvirus 5,[2161]
equid herpesvirus 8,[2158]
equid herpesvirus 9,"[2160, 2543]"
equine adenovirus a,[2161]
equine arteritis virus,"[2158, 2161]"
equine encephalosis virus,[2161]
equine infectious anemia virus,"[1062, 1063, 2158, 2161]"
equine rhinitis a virus,"[1052, 2161]"
equine rhinitis b virus,[2161]
equinia mamillana,[2161]
eragrostis streak virus,[2166]
eremoplastron dilobum,[4152]
eremoplastron neglectum,[4152]
eremoplastron rostratum,[4152]
eretmocerus mundus,"[763, 2599]"
eriocheir sinensis reovirus,[2181]
erwinia amylovora,"[1593, 1736, 2179, 4975, 5087]"
erwinia billingiae,"[169, 939, 4182, 4975, 5798]"
erwinia chrysanthemi,"[1819, 2200, 4130, 5499]"
erwinia mallotivora,[1123]
erwinia persicina,"[3520, 4634, 4831, 5238, 5567]"
erwinia pyrifoliae,[4977]
erwinia rhapontici,"[169, 770, 5567, 5569]"
erwinia soli,"[181, 2064]"
erwinia tasmaniensis,[495]
